id,extracted_text_full
4402,"<tafsir_chunk>
<opinions_of_scholars>
<isnad>روي عن <source/>ابن عباس</isnad> أنهم كانوا أربعة آلاف 
        <isnad>وعنه : </isnad>كانوا ثمانية آلاف . 
        <isnad>وقال <source/>أبو صالح : </isnad>تسعة آلاف 
        <isnad>وعن <source/>ابن عباس : </isnad>أربعون ألفا 
        <isnad>وقال <source/>وهب بن منبه و<source/>أبو مالك : </isnad>كانوا بضعة وثلاثين ألفا 
      </opinions_of_scholars>
</tafsir_chunk>"
4769,"<tafsir_chunk>
      وقال <source/>ابن أبي حاتم :
      <isnad>حدثنا أبي ، حدثنا أبو الوليد ، حدثنا سليمان بن كثير ، عن الزهري ، عن أبي أمامة بن سهل بن حنيف ، عن أبيه</isnad> :
      <hadith_support>
        أن رسول الله صلى الله عليه وسلم نهى عن لونين من التمر : <technical_definitions>الجعرور</technical_definitions> و <technical_definitions>لون الحبيق</technical_definitions> . وكان الناس يتيممون شرار ثمارهم ثم يخرجونها في الصدقة ، فنزلت : ( <quran_verse>ولا تيمموا الخبيث منه تنفقون</quran_verse> ) .
      </hadith_support>
      ورواه <source/>أبو داود من حديث <isnad>سفيان بن حسين ، عن الزهري</isnad> [ به ] .
      ثم قال : أسنده <source/>أبو الوليد ، عن <isnad>سليمان بن كثير ، عن الزهري</isnad> ، ولفظه :
      <hadith>نهى رسول الله صلى الله عليه وسلم عن الجعرور ولون الحبيق أن يؤخذا في الصدقة .</hadith>
      وقد روى <source/>النسائي هذا الحديث من طريق <isnad>عبد الجليل بن حميد اليحصبي ، عن الزهري ، عن أبي أمامة</isnad> . ولم يقل : عن أبيه ، فذكر نحوه . وكذا رواه <source/>ابن وهب ، عن <source/>عبد الجليل .
    </tafsir_chunk>"
5210,"<tafsir_chunk>
<methodological_notes>
        هكذا وقع هذا الحديث في مسند <source/>الإمام أحمد ، رحمه الله ، من رواية <isnad>ابن أبي مليكة ، عن عائشة</isnad> ، ليس بينهما أحد . 
        وهكذا رواه <source/>ابن ماجه من طريق <isnad>إسماعيل ابن علية وعبد الوهاب الثقفي ، كلاهما عن أيوب ، عن عبد الله بن عبيد الله بن أبي مليكة ، عنها</isnad> . 
        ورواه <source/>محمد بن يحيى العبدي في مسنده عن <isnad>عبد الوهاب الثقفي ، عن أيوب ، به</isnad> . 
        وكذا رواه <source/>عبد الرزاق ، عن معمر عن أيوب . وكذا رواه غير واحد عن أيوب . وقد رواه <source/>ابن حبان في صحيحه ، من حديث أيوب ، به . 
        وتابع أيوب <isnad>أبو عامر الخزاز وغيره عن ابن أبي مليكة</isnad> ، فرواه <source/>الترمذي عن <isnad>بندار ، عن أبي داود الطيالسي ، عن أبي عامر الخزاز</isnad> ، فذكره . 
        وهكذا رواه <source/>سعيد بن منصور في سننه ، عن <isnad>حماد بن يحيى الأبح ، عن عبد الله بن أبي مليكة ، عن عائشة</isnad> . 
        ورواه <source/>ابن جرير ، من حديث <isnad>روح بن القاسم ونافع بن عمر الجمحي ، كلاهما عن ابن أبي مليكة ، عن عائشة</isnad> ، به . 
        وقال <isnad>نافع</isnad> في روايته عن ابن أبي مليكة : حدثتني عائشة ، فذكره .
      </methodological_notes>
</tafsir_chunk>"
6425,"<tafsir_chunk>
<hadith_support>
        وقال
        <source/>الإمام أحمد
        : حدثنا
        <isnad>سليمان بن داود أخبرنا عبد الرحمن بن أبي الزناد ، عن أبيه ، عن عبيد الله عن ابن عباس</isnad>
        أنه قال :
        <hadith>ما نصر الله في موطن كما نصره يوم أحد .</hadith>
        قال : فأنكرنا ذلك ، فقال
        <isnad>ابن عباس</isnad>
        : بيني وبين من أنكر ذلك كتاب الله ، إن الله يقول في يوم أحد :
        <quran_verse>( ولقد صدقكم الله وعده إذ تحسونهم بإذنه )</quran_verse>
        يقول
        <isnad>ابن عباس</isnad>
        :
        <linguistic_analysis>والحس : القتل</linguistic_analysis>
<quran_verse>( حتى إذا فشلتم وتنازعتم في الأمر وعصيتم من بعد ما أراكم ما تحبون منكم من يريد الدنيا ومنكم من يريد الآخرة )</quran_verse>
        الآية وإنما عنى بهذا الرماة ، وذلك أن النبي صلى الله عليه وسلم أقامهم في موضع ، ثم قال :
        <hadith>"" احموا ظهورنا ، فإن رأيتمونا نقتل فلا تنصرونا وإن رأيتمونا قد غنمنا فلا تشركونا . ""</hadith>
        فلما غنم النبي صلى الله عليه وسلم وأباحوا عسكر المشركين أكبت الرماة جميعا [ ودخلوا ] في العسكر ينهبون ، ولقد التقت صفوف أصحاب رسول الله صلى الله عليه وسلم ، فهم هكذا - وشبك بين يديه - وانتشبوا ، فلما أخل الرماة تلك الخلة التي كانوا فيها ، دخلت الخيل من ذلك الموضع على أصحاب رسول الله صلى الله عليه وسلم ، فضرب بعضهم بعضا والتبسوا ، وقتل من المسلمين ناس كثير ، وقد كان لرسول الله صلى الله عليه وسلم وأصحابه أول النهار ، حتى قتل من أصحاب لواء المشركين سبعة أو تسعة ، وجال المسلمون جولة نحو الجبل ولم يبلغوا - حيث يقول الناس - الغار ، إنما كان تحت المهراس ، وصاح الشيطان : قتل محمد ، فلم يشك فيه أنه حق ، فما زلنا كذلك ما نشك أنه حق ، حتى طلع رسول الله صلى الله عليه وسلم بين السعدين ، نعرفه بتلفته إذا مشى - قال : ففرحنا حتى كأنه لم يصبنا ما أصابنا - قال : فرقي نحونا وهو يقول :
        <hadith>"" اشتد غضب الله على قوم دموا وجه رسول الله ""</hadith>
        . ويقول مرة أخرى :
        <hadith>"" اللهم إنه ليس لهم أن يعلونا ""</hadith>
        . حتى انتهى إلينا ، فمكث ساعة ، فإذا أبو سفيان يصيح في أسفل الجبل : اعل هبل ، مرتين - يعني آلهته - أين ابن أبي كبشة ؟ أين ابن أبي قحافة ؟ أين ابن الخطاب ؟ فقال
        <isnad>عمر</isnad>
        : يا رسول الله ، ألا أجيبه ؟ قال :
        <hadith>"" بلى ""</hadith>
        قال : فلما قال : اعل هبل . قال
        <isnad>عمر</isnad>
        : الله أعلى وأجل . فقال أبو سفيان : قد أنعمت عينها فعاد عنها أو : فعال ! فقال : أين ابن أبي كبشة ؟ أين ابن أبي قحافة ؟ أين ابن الخطاب ؟ فقال
        <isnad>عمر</isnad>
        : هذا رسول الله ، وهذا أبو بكر ، وها أنا ذا عمر . قال : فقال أبو سفيان : يوم بيوم بدر ، الأيام دول ، وإن الحرب سجال . قال : فقال
        <isnad>عمر</isnad>
        : لا سواء ، قتلانا في الجنة وقتلاكم في النار . قال إنكم تزعمون ذلك ، لقد خبنا إذا وخسرنا ، ثم قال أبو سفيان : إنكم ستجدون في قتلاكم مثلة ولم يكن ذلك على رأي سراتنا . قال : ثم أدركته حمية الجاهلية فقال : أما إنه إن كان ذلك لم نكرهه .
      </hadith_support>
</tafsir_chunk>"
6430,"<tafsir_chunk>
<hadith_support>
        وقال
        <source/>محمد بن إسحاق
        : حدثني
        <isnad>يحيى بن عباد بن عبد الله بن الزبير ، عن أبيه ، عن جده أن الزبير بن العوام</isnad>
        قال : والله لقد رأيتني أنظر إلى خدم [ هند ] وصواحباتها مشمرات هوارب ما دون أخذهن كثير ولا قليل ومالت الرماة إلى العسكر حين كشفنا القوم عنه ، يريدون النهب وخلوا ظهورنا للخيل فأتتنا من أدبارنا ، وصرخ صارخ : ألا إن محمدا قد قتل . فانكفأنا وانكفأ علينا القوم بعد أن أصبنا أصحاب اللواء ، حتى ما يدنو منه أحد من القوم . قال
        <isnad>محمد بن إسحاق</isnad>
        : فلم يزل لواء المشركين صريعا ، حتى أخذته عمرة بنت علقمة الحارثية ، فدفعته لقريش فلاثوا به ،
      </hadith_support>
      وقال
      <source/>السدي
      عن
      <isnad>عبد خير</isnad>
      قال : قال
      <isnad>عبد الله بن مسعود</isnad>
      قال : ما كنت أرى أن أحدا من أصحاب رسول الله صلى الله عليه وسلم يريد الدنيا حتى نزلت فينا ما نزل يوم أحد
      <quran_verse>( منكم من يريد الدنيا ومنكم من يريد الآخرة )</quran_verse>
      وقد روي من غير وجه عن
      <isnad>ابن مسعود</isnad>
      ، وكذا روي عن
      <isnad>عبد الرحمن بن عوف</isnad>
      و
      <isnad>أبي طلحة</isnad>
      ، رواهن
      <source/>ابن مردويه
      في تفسيره .
    </tafsir_chunk>"
6431,"<tafsir_chunk>
      وقوله :
      <quran_verse>( ثم صرفكم عنهم ليبتليكم )</quran_verse>
      قال
      <source/>ابن إسحاق
      : حدثني
      <isnad>القاسم بن عبد الرحمن بن رافع ، أحد بني عدي بن النجار</isnad>
      قال : انتهى
      <isnad>أنس بن النضر ، عم أنس بن مالك</isnad>
      ، إلى
      <isnad>عمر بن الخطاب</isnad>
      و
      <isnad>طلحة بن عبيد الله</isnad>
      ، في رجال من المهاجرين والأنصار ، قد ألقوا بأيديهم فقال : ما يخليكم ؟ فقالوا : قتل رسول الله صلى الله عليه وسلم . قال : فما تصنعون بالحياة بعده ؟ قوموا فموتوا على ما مات عليه . ثم استقبل القوم فقاتل حتى قتل .
    </tafsir_chunk>"
6433,"<tafsir_chunk>
<argument>
        وقال
        <source/>البخاري [ أيضا ]
        حدثنا
        <isnad>عبدان ، أخبرنا أبو حمزة عن عثمان بن موهب</isnad>
        قال : جاء رجل حج البيت ، فرأى قوما جلوسا ، فقال : من هؤلاء القعود ؟ قالوا : هؤلاء قريش . قال : من الشيخ ؟ قالوا :
        <isnad>ابن عمر</isnad>
        . فأتاه فقال : إني سائلك عن شيء فحدثني . قال : أنشدك بحرمة هذا البيت أتعلم أن عثمان بن عفان فر يوم أحد ؟ قال : نعم . قال : فتعلمه تغيب عن بدر فلم يشهدها ؟ قال : نعم . قال : فتعلم أنه تخلف عن بيعة الرضوان فلم يشهدها ؟ قال : نعم . قال : فكبر ، فقال
        <isnad>ابن عمر</isnad>
        : تعال لأخبرك ولأبين لك عما سألتني عنه . أما فراره يوم أحد فأشهد أن الله عفا عنه ، وأما تغيبه عن بدر فإنه كان تحته بنت النبي صلى الله عليه وسلم ، وكانت مريضة ، فقال له رسول الله صلى الله عليه وسلم :
        <hadith>"" إن لك أجر رجل ممن شهد بدرا وسهمه ""</hadith>
        . وأما تغيبه عن بيعة الرضوان فلو كان أحد أعز ببطن مكة من عثمان لبعثه مكانه ، فبعث عثمان ، فكانت بيعة الرضوان بعد ما ذهب عثمان إلى مكة . فقال النبي صلى الله عليه وسلم بيده اليمنى :
        <hadith>"" هذه يد عثمان ""</hadith>
        . فضرب بها على يده ، فقال :
        <hadith>"" هذه يد عثمان اذهب بها الآن معك ""</hadith>
        . ثم رواه
        <source/>البخاري
        من وجه آخر عن
        <isnad>أبي عوانة عن عثمان بن عبد الله بن موهب</isnad>
        .
      </argument>
</tafsir_chunk>"
6440,"<tafsir_chunk>
      وقد كان النبي صلى الله عليه وسلم قد أفرد في اثني عشر رجلا من أصحابه ، كما قال 
      <source/>الإمام أحمد
      : حدثنا 
      <isnad>حسن بن موسى ، حدثنا زهير ، حدثنا أبو إسحاق أن البراء بن عازب</isnad> 
      قال : 
      <hadith_support>
        جعل رسول الله صلى الله عليه وسلم على الرماة يوم أحد - وكانوا خمسين رجلا - 
        <isnad>عبد الله بن جبير</isnad> 
        قال : ووضعهم موضعا وقال : 
        <hadith>"" إن رأيتمونا تخطفنا الطير فلا تبرحوا حتى أرسل إليكم وإن رأيتمونا ظهرنا على العدو وأوطأناهم فلا تبرحوا حتى أرسل إليكم ""</hadith> 
        قال : فهزموهم . 
        
        قال : فأنا والله رأيت النساء يشتددن على الجبل ، وقد بدت أسؤقهن وخلاخلهن رافعات ثيابهن ، فقال أصحاب عبد الله : الغنيمة ، أي قوم ، الغنيمة ، ظهر أصحابكم فما تنتظرون ؟ قال 
        <isnad>عبد الله بن جبير</isnad>
        : أنسيتم ما قال لكم رسول الله صلى الله عليه وسلم ؟ فقالوا : إنا والله لنأتين الناس فلنصيبن من الغنيمة . فلما أتوهم صرفت وجوههم فأقبلوا منهزمين ، فذلك الذي يدعوهم الرسول في أخراكم ، فلم يبق مع رسول الله صلى الله عليه وسلم غير اثني عشر رجلا فأصابوا منا سبعين ، وكان رسول الله صلى الله عليه وسلم وأصحابه أصابوا من المشركين يوم بدر أربعين ومائة : سبعين أسيرا وسبعين قتيلا . قال أبو سفيان : أفي القوم محمد ؟ أفي القوم محمد ؟ أفي القوم محمد ؟ - ثلاثا - قال : فنهاهم رسول الله صلى الله عليه وسلم أن يجيبوه ، ثم قال : أفي القوم ابن أبي قحافة ؟ أفي القوم ابن أبي قحافة ؟ أفي القوم ابن الخطاب ؟ أفي القوم ابن الخطاب ؟ ثم أقبل على أصحابه فقال : أما هؤلاء فقد قتلوا ، قد كفيتموه . فما ملك عمر نفسه أن قال : كذبت والله يا عدو الله ، إن الذين عددت لأحياء كلهم ، وقد بقي لك ما يسوءك . فقال يوم بيوم بدر ، والحرب سجال ، إنكم ستجدون في القوم مثلة لم آمر بها ولم تسؤني ثم أخذ يرتجز ، يقول : اعل هبل . اعل هبل . فقال رسول الله صلى الله عليه وسلم : 
        <hadith>"" ألا تجيبوه ؟ ""</hadith> 
        قالوا : يا رسول الله ، ما نقول ؟ قال : 
        <hadith>"" قولوا : الله أعلى وأجل ""</hadith>
        . قال : لنا العزى ولا عزى لكم . فقال رسول الله صلى الله عليه وسلم : 
        <hadith>"" ألا تجيبوه ؟ ""</hadith> 
        . قالوا : يا رسول الله ، وما نقول ؟ قال : 
        <hadith>"" قولوا : الله مولانا ولا مولى لكم ""</hadith>
        .
      </hadith_support>
      وقد رواه 
      <source/>البخاري 
      من حديث 
      <isnad>زهير بن معاوية</isnad> 
      مختصرا ، ورواه من حديث 
      <isnad>إسرائيل ، عن أبي إسحاق</isnad> 
      بأبسط من هذا ، كما تقدم . والله أعلم .
    </tafsir_chunk>"
6445,"<tafsir_chunk>
      وقال 
      <source/>الحسن بن عرفة
      : حدثنا 
      <isnad>ابن مروان بن معاوية ، عن هاشم بن هاشم الزهري</isnad>
      ، قال سمعت 
      <isnad>سعيد بن المسيب</isnad> 
      يقول : سمعت 
      <isnad>سعد بن أبي وقاص</isnad> 
      يقول : 
      <hadith_support>
        نثل لي رسول الله صلى الله عليه وسلم كنانته يوم أحد قال : 
        <hadith>"" ارم فداك أبي وأمي ""</hadith>
         .
      </hadith_support>
      وأخرجه 
      <source/>البخاري
      ، عن 
      <isnad>عبد الله بن محمد ، عن مروان بن معاوية</isnad>
      .
    </tafsir_chunk>"
6456,"<tafsir_chunk>
      وقال 
      <source/>أبو داود الطيالسي
      : حدثنا 
      <isnad>ابن المبارك ، عن إسحاق بن يحيى بن طلحة بن عبيد الله ، أخبرني عيسى بن طلحة ، عن أم المؤمنين عائشة</isnad>
      ، رضي الله عنها ، قالت : كان 
      <isnad>أبو بكر</isnad>
      ، رضي الله عنه ، إذا ذكر يوم أحد قال 
      <opinions_of_scholars>ذاك يوم كله لطلحة</opinions_of_scholars>
      ، ثم أنشأ يحدث قال : 
      <historical_context>
        كنت أول من فاء يوم أحد ، فرأيت رجلا يقاتل مع رسول الله صلى الله عليه وسلم دونه - وأراه قال : حمية فقال فقلت : كن طلحة ، حيث فاتني ما فاتني ، فقلت : يكون رجلا من قومي أحب إلي ، وبيني وبين المشركين رجل لا أعرفه ، وأنا أقرب إلى رسول الله صلى الله عليه وسلم منه ، وهو يخطف المشي خطفا لا أحفظه فإذا هو 
        <isnad>أبو عبيدة بن الجراح</isnad>
         ، فانتهينا إلى رسول الله صلى الله عليه وسلم : وقد كسرت رباعيته وشج في وجهه ، وقد دخل في وجنته حلقتان من حلق المغفر ، قال رسول الله صلى الله عليه وسلم : 
        <hadith>"" عليكما صاحبكما ""</hadith> 
        . يريد طلحة ، وقد نزف ، فلم نلتفت إلى قوله ، قال : وذهبت لأن أنزع ذلك من وجهه ، فقال 
        <isnad>أبو عبيدة</isnad>
        : أقسمت عليك بحقي لما تركتني . فتركته ، فكره أن يتناولها بيده فيؤذي النبي صلى الله عليه وسلم ، فأزم عليها بفيه فاستخرج إحدى الحلقتين ، ووقعت ثنيته مع الحلقة ، ذهبت لأصنع ما صنع ، فقال : أقسمت عليك بحقي لما تركتني ، قال : ففعل مثل ما فعل في المرة الأولى ، فوقعت ثنيته الأخرى مع الحلقة ، فكان أبو عبيدة ، رضي الله عنه ، أحسن الناس هتما ، فأصلحنا من شأن رسول الله صلى الله عليه وسلم ، ثم أتينا طلحة في بعض تلك الجفار ، فإذا به بضع وسبعون أو أقل أو أكثر من طعنة ورمية وضربة ، وإذا قد قطعت إاصبعه ، فأصلحنا من شأنه .
      </historical_context>
      ورواه 
      <source/>الهيثم بن كليب ، والطبراني
       ، من حديث 
      <isnad>إسحاق بن يحيى</isnad> 
      به . وعند 
      <source/>الهيثم
       : فقال أبو عبيدة : أنشدك يا أبا بكر إلا تركتني ؟ فأخذ أبو عبيدة السهم بفيه ، فجعل ينضنضه كراهية أن يؤذي رسول الله صلى الله عليه وسلم ، ثم استل السهم بفيه فبدرت ثنية أبي عبيدة . وذكر تمامه ، واختاره 
      <source/>الحافظ الضياء المقدسي 
      في كتابه ، وقد 
      <chain_evaluation>ضعف علي بن المديني هذا الحديث من جهة إسحاق بن يحيى هذا ، فإنه تكلم فيه يحيى بن سعيد القطان ، وأحمد ، ويحيى بن معين ، والبخاري ، وأبو زرعة ، وأبو حاتم ، ومحمد بن سعد ، والنسائي وغيرهم .</chain_evaluation>
</tafsir_chunk>"
6460,"<tafsir_chunk>
      قال 
      <isnad>ابن عباس</isnad>
      : 
      <opinions_of_scholars>
        الغم الأول : بسبب الهزيمة ، وحين قيل : قتل محمد صلى الله عليه وسلم ، والثاني : حين علاهم المشركون فوق الجبل ، وقال النبي صلى الله عليه وسلم : 
        <hadith>"" اللهم ليس لهم أن يعلونا ""</hadith>
         .
      </opinions_of_scholars>
      وعن 
      <isnad>عبد الرحمن بن عوف</isnad>
      : 
      <opinions_of_scholars>
        الغم الأول : بسبب الهزيمة ، والثاني : حين قيل : قتل محمد صلى الله عليه وسلم ، كان ذلك عندهم أعظم من الهزيمة .
      </opinions_of_scholars>
      رواهما 
      <source/>ابن مردويه
       ، وروي عن 
      <isnad>عمر بن الخطاب</isnad> 
      نحو ذلك . وذكر 
      <source/>ابن أبي حاتم 
      عن 
      <isnad>قتادة</isnad> 
      نحو ذلك أيضا .
    </tafsir_chunk>"
